Id,Input
88,-0.69682-0.53142i
89,0.35793+0.59231i
90,-0.19524-0.90197i
91,-0.92226-1.0644i
92,-1.327+1.357i
93,0.099554+0.96608i
94,0.70082+0.85083i
95,0.76571+0.93403i
96,-0.19873+0.30778i
97,0.94411+0.1141i
98,-0.18736+1.1468i
99,-1.0855+1.4244i
100,0.91509+0.76643i
101,0.32134+0.90695i
102,0.68924+1.0436i
103,0.47599+0.64609i
104,-0.16418+0.34823i
105,-1.2423+0.63025i
106,1.4663-0.41166i
107,1.1622-0.21707i
108,-0.65838-0.33402i
109,0.47797+0.36717i
110,-0.55301-0.37254i
111,-0.45614-0.62889i
112,-0.21755-0.11509i
113,0.72419+0.86539i
114,0.30724-0.73529i
115,0.68538-1.3266i
116,-0.55711-0.16381i
117,-0.35251-0.46367i
118,-0.69014+0.57691i
119,1.4552+0.99614i
120,0.47422+0.088438i
121,-1.2414-0.22203i
122,1.1285+0.96173i
123,-0.50366-1.2696i
124,-0.26458-0.086386i
125,-0.65389-0.86499i
126,-0.63805+1.0953i
127,-0.38757-1.0009i
128,-0.71148-0.95002i
129,-0.33705-0.26627i
130,-0.018689+0.75542i
131,-0.1176-0.049722i
132,-0.68447-1.2875i
133,0.93944+0.23976i
134,0.5079+1.0404i
135,-1.0285-0.3341i
136,0.16007+0.53837i
137,-1.6043+0.52923i
138,0.032057+0.83227i
139,-0.83893+1.1944i
140,-0.31449-0.33636i
141,1.2975-1.275i
142,0.28415+0.56703i
143,0.36576+0.88467i
144,1.2052-0.80103i
145,-0.1308-0.10813i
146,1.1762+0.90566i
147,-0.25993-0.48624i
148,0.13926+0.76654i
149,0.82524-0.14852i
150,-1.3931-0.027852i
151,-0.16831+0.28043i
152,0.65208-0.68944i
153,-0.026045-1.2487i
154,-0.96874-0.077911i
155,-0.38013+0.035183i
156,-0.10355-0.8059i
157,-0.50232+1.0188i
158,-0.43211+0.30576i
159,1.0004-1.1997i
160,1.174-0.69034i
161,-0.73762+1.0065i
162,1.0724+1.5459i
163,-0.32921-1.7332i
164,-0.29329+0.029234i
165,0.17104+0.8314i
166,1.0161+0.43093i
167,0.67777-0.63778i
168,-0.11274-0.77177i
169,0.71685-1.1034i
170,0.075197+0.093705i
171,-1.8645-0.74431i
172,0.076466+0.83167i
173,-0.6626-0.49157i
174,-0.87196+0.9686i
175,-0.7884-0.084206i
176,-0.4505-0.67243i
177,0.38882-0.61364i
178,1.5174-1.2221i
179,0.84946+0.8015i
180,-0.022257+0.93308i
181,0.12758+0.059056i
182,-1.5163+0.59666i
183,0.87498-0.43921i
184,0.28519+0.73943i
185,-1.1405+1.1795i
186,-1.5141-1.0815i
187,-1.1503-0.78321i
188,0.87008+0.46597i
189,-0.96163+1.4645i
190,1.2878+1.1778i
191,-0.63191-0.92653i
192,-0.74129+0.23304i
193,0.14773-0.1275i
194,-0.54766-0.73612i
195,0.61114+1.2829i
196,-0.3705+0.63216i
197,-0.12024+0.29315i
198,1.0164-0.6736i
199,0.59372+0.41705i
200,1.1475-1.0546i
201,1.643-0.20207i
202,0.84215-0.66925i
203,-0.36486+0.19436i
204,0.12058-1.0112i
205,-0.065531-0.98249i
206,1.3076-1.4618i
207,0.34148+0.7109i
208,0.0047671+0.9862i
209,-1.5828-0.71292i
210,-0.59901+0.75835i
211,-1.0244-0.57666i
212,-0.5066-1.1145i
213,1.251-0.70384i
214,-0.034488-0.60501i
215,1.2769-0.50868i
216,-0.40604+0.69547i
217,-0.72876+0.37691i
218,1.318+0.18756i
219,-1.282+0.48748i
220,-1.0356+1.1844i
221,-0.86129-0.72561i
222,0.48867-0.099526i
223,0.43996+0.36378i
224,0.81022-0.1354i
225,0.64214-0.95394i
226,-0.58267-0.57728i
227,-0.99904-0.98242i
228,0.76427-0.0017344i
229,-0.26964+0.071693i
230,0.57793-0.68051i
231,-0.26589+0.5827i
232,0.61168+0.4985i
233,0.38792-0.96472i
234,0.93927+1.5168i
235,0.11459-0.70227i
236,-0.51791+0.23064i
237,0.62356+1.0345i
238,1.072-1.1017i
239,-0.51688-0.77511i
240,-1.4321-1.0657i
241,-1.5716-1.1783i
242,-0.90056-0.56727i
243,-0.50836-0.6477i
244,1.4181-0.75219i
245,-0.043999-0.086402i
246,0.94324+0.68012i
247,0.59827+0.18175i
248,0.94125-0.64776i
249,0.72616+0.45619i
250,0.89901-0.048132i
251,-0.0046907+0.28496i
252,-0.55056+1.1324i
253,-0.7341-0.73866i
254,-0.02352+0.86996i
255,-0.66521+0.30626i
256,0.55849+0.51763i
257,0.66865+1.1319i
258,-0.91595-0.91237i
259,-0.12125-0.21828i
260,1.5407-0.49419i
261,0.1851-1.2664i
262,-1.0044+1.4993i
263,0.47025+0.70734i
264,0.57386+0.10693i
265,-0.72957+0.60476i
266,0.16196-0.72107i
267,-0.10909+0.78938i
268,-0.84202+0.77952i
269,0.93617-0.80694i
270,-0.74335-0.69215i
271,-0.72616+1.0348i
272,0.45663-0.23819i
273,0.70955+0.4219i
274,0.39509+0.41868i
275,-0.90157-1.4745i
276,-0.029058-1.2073i
277,0.52106+0.078036i
278,1.0252-0.79323i
279,-0.50704+0.38408i
280,-0.95055-0.48359i
281,1.1111-0.88999i
282,0.79428-0.59723i
283,-1.0897+1.2868i
284,-0.70647+0.30313i
285,-0.61561-0.99889i
286,-0.79623-0.018697i
287,-1.6861-0.94001i
288,-0.39358-0.13745i
289,-0.4471+0.45636i
290,1.3614-0.61689i
291,-0.4148+1.8901i
292,-0.26124+0.9296i
293,-0.37269-0.85703i
294,0.23518-1.1632i
295,0.86453-0.6407i
296,1.2476-0.91252i
297,0.83314+0.31924i
298,-0.2156+0.46308i
299,-0.34113+0.60559i
300,-1.7757+1.2514i
301,0.071145-1.1909i
302,-0.22346-0.2785i
303,-0.83829-0.45631i
304,0.89073-0.4792i
305,-0.41611-1.1241i
306,-0.060564+0.60883i
307,0.42835-0.83191i
308,0.84292-1.276i
309,-0.48535-0.78836i
310,1.7694-0.679i
311,-0.54651-1.4236i
312,-0.43923+0.52074i
313,-1.2494+0.2919i
314,-1.5285-0.90029i
315,0.70818+0.87831i
316,-0.31645-0.66269i
317,-0.67239-0.18506i
318,-0.12163+0.99854i
319,-0.79776-0.36072i
320,-1.2971+0.65692i
321,-1.3168+2.163i
322,-0.43733+0.43858i
323,-0.40157+0.82683i
324,-0.78073+0.10849i
325,0.79425+0.28927i
326,-0.38889+0.21724i
327,0.81118-1.2093i
328,-0.75662-0.081582i
329,-0.28775-0.83619i
330,0.78311+0.24562i
331,0.41538-0.12294i
332,0.085855-1.1613i
333,-0.49634-1.0164i
334,-0.028527-0.2257i
335,-0.72496+0.34499i
336,-0.33214-0.637i
337,1.136-1.1766i
338,-0.83643+0.62413i
339,0.18754+0.08773i
340,-1.4126+1.3666i
341,-1.0228+0.7196i
342,0.8838+0.7081i
343,0.86682-1.0258i
344,0.89535-0.18085i
345,1.5289+0.81558i
346,-0.88065-1.3853i
347,-1.9031+0.62198i
348,0.096273-0.51988i
349,1.0778+0.86181i
350,-0.66669-0.94199i
351,-1.2641+0.80681i
352,0.91522-0.76068i
353,1.1151-1.1502i
354,0.47417+0.33399i
355,-0.90485-0.44059i
356,1.1174-0.93269i
357,1.0598-0.25738i
358,0.8077+0.91208i
359,1.2284+0.68923i
360,-0.13695+1.408i
361,-0.30766-0.64771i
362,-0.84844+0.51399i
363,-0.72218+0.49619i
364,-0.31766+0.13397i
365,0.80129+0.87508i
366,-0.56379-0.81588i
367,0.926-0.63907i
368,0.50254+1.3565i
369,0.82802+0.24746i
370,-0.78961+0.0050673i
371,-0.037935+0.15074i
372,0.57873+0.72446i
373,-0.65775-0.97766i
374,0.95751+0.54885i
375,0.77796+0.59638i
376,0.84812+0.87923i
377,-0.33976+0.11274i
378,0.93543+1.7702i
379,0.99564-0.4577i
380,0.74118-1.2281i
381,0.32908+0.98882i
382,-0.4938+0.32605i
383,0.62159-0.72875i
384,-1.2777-1.2845i
385,0.80023-0.30876i
386,-0.59849+0.99676i
387,0.875+0.52148i
388,0.028842-0.12487i
389,0.54667+0.53975i
390,-0.48662-0.088247i
391,-1.0013+0.19662i
392,1.0537-0.51884i
393,-0.28505-1.4319i
394,-1.6848+0.46405i
395,-0.92893+0.69576i
396,0.050421-1.3196i
397,1.0004+1.0052i
398,-0.62812-0.19793i
399,0.75344+0.63892i
400,0.080943+0.82612i
401,-0.21869-0.20537i
402,0.71579-0.099519i
403,-0.27493+0.10029i
404,-1.1994+1.1312i
405,-0.56548-0.32171i
406,0.6975-0.54719i
407,-0.86788+0.46476i
408,-0.79624-0.17764i
409,0.58099-0.77344i
410,1.3746+1.4804i
411,0.070677-0.45955i
412,-1.558+0.51219i
413,0.37375-0.3787i
414,0.16288+0.17402i
415,-1.1899-0.53097i
416,-0.19516+0.51878i
417,1.435+0.15537i
418,1.3739+1.1056i
419,0.14484-0.32836i
420,-1.1473-1.6244i
421,-0.22298-1.0317i
422,-0.96691+0.91133i
423,0.035493+0.26517i
424,0.98021+0.70449i
425,0.91571-1.1056i
426,0.040471-0.73172i
427,-0.60264+0.72706i
428,-1.1554-1.8599i
429,1.443+0.48923i
430,-1.0706+0.80594i
431,1.1764+1.5517i
432,-0.96622-0.42812i
433,-1.2584+0.034994i
434,0.38232-0.94192i
435,0.62057-0.48113i
436,-0.36417-0.97086i
437,0.75207-0.033453i
438,0.2486+0.35344i
439,0.72664-0.56399i
440,-0.77023+1.2735i
441,0.3797-0.44545i
442,0.6822+0.56611i
443,-0.056403+0.54119i
444,-0.55682+0.93156i
445,1.1044+0.077773i
446,-0.44231-0.56832i
447,-1.4151+0.63078i
448,0.60558-0.63757i
449,-0.64776+1.0979i
450,1.8161+0.81164i
451,0.54071-0.86543i
452,-0.35688+0.80716i
453,-0.71844+1.5062i
454,1.5623-0.3172i
455,1.4916-1.006i
456,-0.36535-0.91845i
457,1.5623-0.42888i
458,-0.21128-0.59061i
459,0.78754+0.82601i
460,1.1256+1.3261i
461,0.71152-0.13838i
462,-0.25117+0.38527i
463,0.61729+0.99726i
464,0.92945+0.37415i
465,0.94997-0.41882i
466,0.21838-1.2895i
467,-0.8828-1.1777i
468,0.75859+0.6735i
469,1.1913-0.23707i
470,1.1644-1.1351i
471,-0.62156+0.39825i
472,-0.99976-0.82627i
473,1.0998-0.1505i
474,1.2388+0.90875i
475,-0.8043-0.74026i
476,0.65402+0.18852i
477,0.080893+1.1948i
478,0.6539+1.5067i
479,-0.22444-0.44673i
480,0.84249+0.76138i
481,0.094196+0.64402i
482,-0.5371+0.32255i
483,-0.75576+0.90991i
484,-0.65826+0.66379i
485,0.87926-0.88467i
486,0.86272-0.77864i
487,-1.1604+0.18151i
488,-0.45519-0.55505i
489,0.55672+0.22486i
490,0.39996+1.8841i
491,-0.48703-0.71119i
492,-0.54817+0.85931i
493,-0.82689+1.077i
494,1.2244-1.3885i
495,0.39254+0.08237i
496,-0.59436-1.1008i
497,0.65457-0.51389i
498,-1.3028+0.17912i
499,0.25548+0.90365i
500,0.38212+0.13946i
