Id,Input,Label
10124,-0.9722-0.91048i,2
10125,0.73499+0.72931i,1
10126,-0.14282-0.64933i,3
10127,0.73684+0.037359i,3
10128,-0.15142-0.031216i,3
10129,-0.81521+0.71811i,1
10130,0.84472+0.090005i,3
10131,0.88304+0.36984i,2
10132,-0.76443+0.78761i,1
10133,0.66923-0.7723i,1
10134,0.49973-0.17606i,3
10135,-0.13871+0.14948i,2
10136,-0.34162+0.84577i,2
10137,0.32008-0.20788i,2
10138,-0.33471+0.93356i,2
10139,0.54787-0.66213i,1
10140,-0.28522-0.9442i,2
10141,0.28507+0.4927i,3
10142,0.655-0.71535i,1
10143,-0.73575+0.92905i,1
10144,-0.3065-0.2802i,2
10145,0.54776+0.17204i,3
10146,0.64766-0.74411i,1
10147,-1.122+0.13359i,3
10148,-0.77429-0.68237i,1
10149,0.25724+0.97437i,2
10150,-0.76232+0.77876i,3
10151,1.0511-0.16674i,3
10152,-1.0231-1.0344i,2
10153,0.25715+0.82676i,2
10154,-0.33415+0.31163i,2
10155,-0.28602-0.40898i,2
10156,1.041+0.91918i,2
10157,0.79931-0.48576i,3
10158,0.6829-0.77751i,1
10159,0.20033+0.89632i,2
10160,0.95303+0.11192i,3
10161,0.22033-0.25404i,2
10162,1.0069-0.30917i,2
10163,1.0303-0.23037i,2
10164,-0.47005+0.54811i,3
10165,0.9745+1.0744i,2
10166,-0.33391+0.28517i,2
10167,-0.61756+0.81391i,1
10168,0.63757+0.74675i,1
10169,0.64656+0.70411i,1
10170,-1.0221+0.50054i,3
10171,-0.7637-0.67744i,1
10172,0.94983+0.87912i,2
10173,-1.1219-0.69714i,3
10174,0.81651+0.66529i,3
10175,-0.96009+0.90484i,2
10176,-1.0453+1.0533i,3
10177,0.92996+1.0963i,2
10178,-0.24742-0.4307i,2
10179,0.84308+0.74708i,1
10180,0.3468-0.93842i,2
10181,0.69013-0.61729i,1
10182,-0.65105-0.8092i,1
10183,-0.1451+0.79478i,3
10184,0.79415+0.72031i,1
10185,0.62405-0.76929i,1
10186,-0.26168+0.86295i,2
10187,1.1357-0.34125i,3
10188,-0.71374-0.60258i,1
10189,-1.0122+0.33087i,2
10190,0.77554-0.78714i,1
10191,-0.63673+0.65778i,1
10192,-0.41144+1.0731i,2
10193,1.1034-0.56205i,3
10194,1.0248-0.95221i,2
10195,-0.65779-0.90558i,3
10196,0.72313-0.76323i,1
10197,-0.63585+0.64367i,1
10198,1.0328+0.8763i,2
10199,0.80254-0.84945i,1
10200,-0.76711+0.81442i,1
10201,0.7276-0.75252i,1
10202,0.25801-0.36364i,2
10203,-0.6193-0.67139i,1
10204,1.0033-1.1268i,3
10205,1.0674+0.45721i,3
10206,-0.65003-0.74602i,1
10207,0.20915-0.27066i,2
10208,0.8033+0.036082i,3
10209,-0.7103+0.82646i,1
10210,0.84322+0.72386i,1
10211,0.3473+0.89582i,2
10212,-0.83211-0.50029i,3
10213,-0.80811+0.65201i,1
10214,0.17346+0.31655i,3
10215,0.63237-0.63398i,1
10216,-0.32222-0.34011i,2
10217,-0.7995+1.0608i,2
10218,0.26985+0.89103i,2
10219,0.41236-0.40356i,2
10220,-0.39003-1.089i,3
10221,-0.31058+0.39667i,2
10222,0.69272-0.73985i,1
10223,-0.42401-0.91363i,2
10224,-0.81733+0.81944i,1
10225,-0.66829+0.78931i,1
10226,-0.95067+0.25491i,2
10227,0.64467+1.1448i,3
10228,0.78664+0.7436i,1
10229,0.78047+0.70801i,3
10230,-0.23443+0.43916i,3
10231,0.58095+0.78252i,3
10232,0.71472+0.87581i,1
10233,0.72611-0.72718i,1
10234,-0.69295+0.79068i,1
10235,-0.62312+0.70892i,1
10236,-0.81251-0.77075i,1
10237,-0.098906+0.14254i,3
10238,0.71591-0.13725i,3
10239,-0.81068-0.86588i,3
10240,0.076914-0.16658i,3
10241,0.10724-0.36661i,3
10242,1.0462-1.0045i,3
10243,-1.0123-0.89079i,3
10244,-0.22381+0.35337i,2
10245,-1.1905+0.50222i,3
10246,-0.80846-0.75675i,1
10247,-0.21481-0.22459i,2
10248,0.88978-0.22683i,2
10249,0.78062+0.72516i,1
10250,-0.76112+0.80297i,1
10251,-0.65817-0.5033i,1
10252,-0.89514-1.0465i,2
10253,0.7049+0.85597i,1
10254,0.52527+0.76187i,3
10255,0.62651+0.70828i,1
10256,-1.0173+0.74662i,3
10257,0.32576+0.22447i,2
10258,0.80458+0.47157i,3
10259,0.41207-0.43427i,3
10260,-0.74544+0.67442i,1
10261,0.65621-0.78457i,1
10262,-0.68986-0.44053i,3
10263,-0.70473-0.75006i,1
10264,-1.1+1.2487i,3
10265,0.85279+1.1559i,3
10266,0.88651+0.10949i,3
10267,0.79042-0.76235i,1
10268,-0.66965+0.77924i,1
10269,-0.76188-0.81372i,1
10270,0.89942+0.3334i,2
10271,0.3703+0.16463i,2
10272,-0.69382+0.6711i,1
10273,0.28717+0.98369i,2
10274,1.0716-0.76163i,3
10275,0.37897-0.31794i,2
10276,0.28869+0.36919i,2
10277,0.63964-0.61589i,1
10278,1.0068+0.34084i,2
10279,-0.68814+0.75912i,1
10280,-0.85017+0.87804i,2
10281,0.68768+0.79455i,1
10282,-0.61091+0.71871i,1
10283,-0.30866-0.37257i,2
10284,0.76276-0.71076i,1
10285,-0.66815+0.64335i,1
10286,-0.88876-1.0305i,2
10287,0.40561-0.73871i,3
10288,-0.90175+0.29476i,2
10289,-0.37858-0.27305i,2
10290,-0.92318+0.29304i,2
10291,-0.34911+0.97232i,2
10292,0.11184+0.14973i,3
10293,0.87636-0.3141i,2
10294,0.51825+0.59028i,3
10295,-0.57428+0.79842i,1
10296,0.98869+0.98583i,3
10297,1.1026+0.26567i,3
10298,-0.85452+1.0506i,3
10299,-0.74447+0.63677i,1
10300,0.46711+0.70127i,3
10301,0.71511+0.66406i,1
10302,-0.75334-0.74484i,1
10303,0.40724+0.74867i,3
10304,0.86625-0.63616i,1
10305,-0.8459-0.25326i,2
10306,0.1811+0.11407i,3
10307,-0.79903+0.71481i,1
10308,-1.0974+0.77618i,3
10309,-0.46304-1.2067i,3
10310,0.38558+0.92495i,2
10311,-0.7273+0.67981i,1
10312,-0.31459+0.2436i,2
10313,1.2347-0.1001i,3
10314,-0.57032+0.85634i,1
10315,-0.96042+0.38754i,2
10316,-0.8789-1.1394i,3
10317,0.74491-0.73019i,1
10318,-0.60864+0.43257i,3
10319,0.72628+0.7089i,1
10320,0.051295-0.16394i,3
10321,-0.67747-0.61527i,1
10322,-1.0662-0.15478i,3
10323,-0.5892+0.53545i,1
10324,-0.88704+0.96484i,2
10325,-0.23706+0.25992i,2
10326,0.41217-0.64565i,3
10327,0.23719+1.0023i,3
10328,-0.4929+0.41451i,3
10329,0.25399+0.38804i,3
10330,-0.99368-0.26284i,2
10331,-0.59579+1.0344i,3
10332,-0.48974+1.1054i,2
10333,0.81527-0.97549i,2
10334,-1.019+0.86357i,3
10335,-0.83678-0.96494i,2
10336,0.66405-0.73638i,1
10337,0.96989+0.98625i,2
10338,0.93671+0.39402i,2
10339,0.20122-0.94968i,2
10340,-1.1541+0.53649i,3
10341,0.96136+0.99395i,2
10342,0.7289+0.6806i,1
10343,0.78075+0.15713i,3
10344,-0.46593-0.79885i,3
10345,0.66711+0.7995i,1
10346,0.83997+0.98063i,3
10347,0.31506-1.0037i,2
10348,0.26687-0.37055i,2
10349,-0.43706-0.77297i,3
10350,0.95043+0.33929i,2
10351,0.99415+0.9196i,2
10352,0.52412+0.19205i,3
10353,0.70272-0.65371i,1
10354,0.49306-0.4936i,3
10355,0.68873+0.73538i,1
10356,0.3388+1.0063i,2
10357,0.51269+0.86114i,3
10358,0.73901+0.69999i,1
10359,-0.56397+1.0459i,3
10360,-0.25266-0.19194i,2
10361,0.59721-0.64869i,1
10362,0.64662+0.66661i,1
10363,-0.73309-0.78562i,3
10364,-0.75353+0.76457i,1
10365,-0.69667+0.57345i,1
10366,0.73055-0.80379i,3
10367,0.545+0.75164i,3
10368,-0.58825-0.71593i,1
10369,-0.75585-0.14324i,3
10370,0.82147-0.57053i,3
10371,0.77254-0.59208i,1
10372,-0.99093-0.44948i,2
10373,0.098096-1.1014i,3
10374,-0.63734-0.72025i,1
10375,-0.73651-0.41192i,3
10376,0.75344-0.84341i,1
10377,-1.0667+0.78888i,3
10378,-1.0215-0.35695i,2
10379,-0.3523-0.41654i,2
10380,-1.1082+0.64755i,3
10381,-0.227-0.8135i,3
10382,-0.77091+1.0039i,3
10383,0.93135+0.36566i,2
10384,0.36244+0.20931i,2
10385,0.28356+0.3238i,2
10386,0.69301+0.8168i,1
10387,1.0185-0.94948i,2
10388,-0.44437+0.99252i,3
10389,0.016946+0.8121i,3
10390,-0.57307-0.74249i,3
10391,-0.7952-0.7207i,1
10392,-0.87409+0.97982i,2
10393,-0.31082-0.27706i,2
10394,-0.18137+1.0879i,3
10395,-0.083099-0.40977i,3
10396,-0.76528-0.71116i,1
10397,0.28847+0.95287i,2
10398,1.1365-1.1377i,3
10399,-1.0437-0.33342i,2
10400,-0.72766+0.76074i,1
10401,0.63404+0.73517i,1
10402,1.008+0.23575i,2
10403,0.96209+0.27429i,2
10404,-0.65231+0.80431i,1
10405,0.23223-0.39086i,3
10406,-0.93601+0.35571i,2
10407,-0.41113-0.24279i,2
10408,-0.65106-0.7452i,1
10409,-0.92179-0.27562i,2
10410,1.03+0.89738i,2
10411,0.73209+0.57052i,1
10412,0.32473+0.39938i,2
10413,-0.61402-0.76529i,1
10414,-0.76397+0.70164i,1
10415,0.70401+0.71033i,1
10416,0.72702+0.67726i,1
10417,-0.69848-0.73959i,1
10418,0.68113-0.5302i,1
10419,-0.20567+0.49076i,3
10420,1.0344+1.1058i,3
10421,-0.99366-0.37619i,2
10422,1.0429-0.29324i,2
10423,0.85786-0.74153i,1
10424,-0.66298-0.76809i,1
10425,0.32958+0.28835i,2
10426,-1.0248+0.85381i,2
10427,-0.29262+1.0746i,2
10428,-0.68017+0.6459i,1
10429,0.99408-0.17229i,3
10430,0.40935+0.29301i,2
10431,-0.87889-0.081658i,3
10432,-0.49392+1.1505i,3
10433,0.66519-0.6214i,1
10434,-1.0599-1.1373i,3
10435,0.19303+0.15719i,3
10436,-0.64437+0.55978i,1
10437,-0.6972+0.73057i,1
10438,0.11665-1.0364i,3
10439,-0.98318-0.94182i,2
10440,-0.79557-0.74546i,1
10441,0.97069+0.33012i,2
10442,0.90226+0.98853i,2
10443,-0.94683-0.34421i,2
10444,-0.88902-0.98788i,2
10445,-0.61353-0.67229i,1
10446,0.92202-1.0122i,2
10447,0.3433-0.40231i,2
10448,0.97028+1.0351i,2
10449,1.0709+1.1829i,3
10450,0.40746+0.26373i,2
10451,-0.6661-0.81976i,1
10452,0.85466+0.45514i,3
10453,-1.1273-0.80622i,3
10454,0.17724-0.15696i,2
10455,0.84167-0.95233i,2
10456,0.13068+1.083i,3
10457,0.67005-0.70239i,1
10458,-0.67114+0.77215i,1
10459,-0.17775-1.1504i,3
10460,-0.45354-0.92065i,2
10461,0.85725-1.2207i,3
10462,-0.43396-0.20819i,3
10463,-0.74465+0.76043i,1
10464,-0.50859+0.2076i,3
10465,0.94672+0.54325i,3
10466,0.73112+0.73504i,1
10467,0.72542+0.88101i,1
10468,-0.72929+0.66235i,1
10469,0.225+0.89471i,2
10470,0.68793+0.67979i,1
10471,-0.99489-0.951i,3
10472,-0.83665-0.63969i,1
10473,0.74396+0.70106i,1
10474,-0.79199+0.75221i,1
10475,0.35648-1.1429i,3
10476,0.66345-0.79775i,1
10477,0.91548-0.31307i,2
10478,-0.8458-0.75524i,3
10479,-0.21363-1.0025i,3
10480,0.14095-0.92238i,2
10481,-1.2467-1.1342i,3
10482,-0.45495+0.46557i,3
10483,0.62213+0.68563i,1
10484,0.76723-0.6357i,1
10485,0.68562+0.69885i,3
10486,-0.67941-0.68492i,1
10487,-1.0096-0.04967i,3
10488,-0.62489+0.65182i,1
10489,0.60623-0.3908i,3
10490,-0.80377-0.67829i,1
10491,-0.66386-0.65501i,1
10492,-0.029484-0.5006i,3
10493,0.10426-1.2044i,3
10494,-0.73099+0.79869i,1
10495,-1.0147+1.0934i,3
10496,0.14324-0.75802i,3
10497,-0.76473+0.64255i,1
10498,-0.3813+0.29457i,2
10499,-1.1456-1.0887i,3
10500,0.24451-0.95638i,2
10501,-0.7137-0.58623i,1
10502,-0.58806-0.70514i,1
10503,0.75138+0.80826i,1
10504,1.1282+0.29044i,2
10505,0.73067+0.85527i,1
10506,-0.18632-1.0944i,3
10507,0.96395-0.25791i,2
10508,-1.0457-0.3192i,2
10509,0.82232-0.67501i,1
10510,0.74742+0.64826i,1
10511,-0.4577-0.87699i,3
10512,-0.12121+0.70281i,3
10513,-0.80597-0.59829i,1
10514,-0.61782-0.76165i,1
10515,-1.0261-0.22875i,2
10516,-0.31901+0.7708i,2
10517,-0.14199-0.76085i,3
10518,-1.0302+0.9933i,2
10519,-0.17715+0.060703i,3
10520,0.82203+0.50211i,3
10521,-0.84432+0.088139i,3
10522,-0.81389+0.74319i,1
10523,0.22479+0.99441i,2
10524,1.0146+1.1393i,3
10525,-0.48124+0.57008i,3
10526,-0.69026-0.58886i,1
10527,0.72144-0.7293i,3
10528,0.58717-0.50088i,3
10529,0.68772-0.68769i,1
10530,1.1745-0.15374i,3
10531,0.27135-0.30613i,2
10532,-0.80526+0.36321i,3
10533,1.0922-1.0055i,3
10534,0.28638-0.47388i,2
10535,0.37981-0.82851i,3
10536,-0.70601+0.68448i,1
10537,-0.82903+1.1153i,3
10538,-0.35678-0.89636i,2
10539,0.41972-0.25575i,2
10540,0.12374+0.77267i,3
10541,0.71235+0.58892i,1
10542,0.42962-0.29354i,2
10543,0.16193+0.097588i,3
10544,0.35992+0.48947i,2
10545,0.6873+0.69888i,1
10546,-0.99949-0.82437i,3
10547,-0.96763+0.93948i,2
10548,0.68402-0.60466i,1
10549,-0.70994-0.59776i,1
10550,-0.76598-0.60814i,1
10551,-1.0413+0.8737i,3
10552,0.7522+0.74633i,1
10553,-0.99429-0.87651i,2
10554,0.60287+0.54732i,1
10555,-1.1599-0.8282i,3
10556,0.32727+0.47274i,2
10557,-0.24489+1.0063i,2
10558,-0.58396+0.8111i,1
10559,-1.0018-0.41779i,2
10560,-0.16578+1.0339i,3
10561,0.59725-0.69226i,1
10562,-0.42516+0.9773i,2
10563,0.83254+0.98672i,2
10564,-0.70076+0.60855i,1
10565,0.2942-0.3217i,2
10566,-0.94324+0.28387i,2
10567,-0.95115-0.99155i,2
10568,0.22343+0.11414i,3
10569,1.1063+0.9155i,2
10570,-0.73741-0.79319i,1
10571,-0.59198+0.62181i,1
10572,-0.77565+0.65666i,1
10573,-1.0049-1.1126i,3
10574,-0.8712+0.23985i,2
10575,0.81139-0.6322i,1
10576,-0.1697-0.70137i,3
10577,-0.69969+0.73064i,1
10578,-0.7182-0.80909i,1
10579,0.8215+0.39938i,2
10580,-1.1187-0.36763i,3
10581,0.65057+0.72777i,1
10582,0.25212-0.76781i,3
10583,-0.49471+1.0631i,3
10584,0.65781-0.74274i,1
10585,-0.89837+1.0371i,2
10586,0.6503+0.77449i,3
10587,0.84286+0.91864i,2
10588,-0.093026-0.69537i,3
10589,0.81992-0.67532i,1
10590,0.68537-0.62845i,1
10591,-0.14747+1.0032i,2
10592,-0.23592+0.95134i,2
10593,-0.20092+0.25957i,2
10594,1.2401-1.064i,3
10595,0.24589+0.25338i,2
10596,0.51362+0.25257i,3
10597,0.69173-0.45427i,3
10598,0.68765+0.72378i,1
10599,-0.56963+0.8978i,2
10600,-0.14314+1.1089i,3
10601,-0.23611+0.37736i,2
10602,-0.70159+0.80919i,1
10603,0.8705+0.32382i,2
10604,-1.1568+1.0343i,3
10605,0.089073+1.0688i,3
10606,-0.70029-0.7803i,1
10607,0.94497+0.95149i,2
10608,0.90662-0.33296i,2
10609,0.63524-0.68067i,1
10610,-0.73471-0.77486i,1
10611,0.84533-0.99317i,2
10612,1.0873+0.80367i,3
10613,-0.5659-0.22869i,3
10614,-1.125+0.98289i,3
10615,-0.26621+0.45993i,3
10616,-1.0937+0.459i,2
10617,0.71355-1.1451i,3
10618,0.18302+0.4386i,2
10619,-0.213+0.87306i,2
10620,-0.74691+0.67692i,1
10621,0.64034+0.61435i,1
10622,-0.837-1.0357i,2
10623,-0.44118+0.28601i,3
10624,0.69784-0.67746i,1
10625,0.71183-0.70259i,1
10626,0.80097-0.64483i,1
10627,0.61579-0.71165i,1
10628,-0.82574-0.036015i,3
10629,0.58013-0.65299i,1
10630,0.31731+0.32087i,2
10631,-0.67813-0.59285i,1
10632,-0.14596-1.07i,3
10633,-0.7048-0.68183i,1
10634,-0.95248-1.0873i,3
10635,-0.65041-0.63238i,1
10636,-1.0045-0.40338i,2
10637,-0.45532+0.095573i,3
10638,0.29189+0.28063i,2
10639,-0.68135-0.49254i,3
10640,-0.80094-0.044994i,3
10641,-0.73103+0.68839i,1
10642,0.2998+0.2314i,2
10643,-0.33172-1.102i,3
10644,0.7517+0.71814i,1
10645,0.63774-0.61206i,1
10646,-0.73299-0.69536i,1
10647,-0.94495+0.20682i,2
10648,0.88741+0.98627i,2
10649,0.20615+0.28362i,2
10650,0.19016-0.23542i,2
10651,-0.88868+0.96782i,2
10652,-0.64602-0.7897i,1
10653,-0.91074-0.85409i,2
10654,-0.2295+1.0341i,3
10655,-0.21793+1.0952i,3
10656,0.31462+0.30195i,2
10657,0.34149+0.95112i,2
10658,0.94602+0.28501i,2
10659,1.1383+1.1657i,3
10660,0.64083+0.64474i,1
10661,-0.70707-0.74815i,3
10662,0.6701+0.66872i,1
10663,0.96685+0.94326i,2
10664,-0.49041+0.68387i,3
10665,0.80503-0.98169i,3
10666,0.50666-1.1076i,3
10667,-0.63204-0.69562i,1
10668,1.0574+0.27018i,2
10669,-1.1744+0.88421i,3
10670,-0.18992-0.6641i,3
10671,-0.74851-0.94345i,2
10672,0.92793-1.0323i,2
10673,-0.47658-0.85041i,3
10674,0.33318+0.33146i,2
10675,-0.6991-0.77584i,1
10676,0.84252-0.98269i,2
10677,-0.69303+0.68673i,1
10678,-0.78209+0.79402i,3
10679,0.30878+0.98032i,2
10680,0.33985-0.32269i,2
10681,0.15923-0.73721i,3
10682,0.82487+0.42184i,3
10683,0.52102+0.65974i,1
10684,-0.062997-0.13133i,3
10685,0.72322-0.64621i,1
10686,-1.0571+0.98851i,3
10687,-1.063+0.91123i,2
10688,0.38183+0.073417i,3
10689,0.70177+0.80044i,3
10690,0.86377-0.66081i,1
10691,-0.87135-0.91055i,2
10692,-0.43475+0.105i,3
10693,-0.20902+0.98138i,3
10694,-0.38169-0.32026i,2
10695,-0.64916-0.73962i,1
10696,0.4074-1.0043i,2
10697,0.14476-0.595i,3
10698,-0.63094-0.68704i,1
10699,-0.26064+0.27808i,2
10700,0.30287-0.97562i,2
10701,0.78184+0.58302i,1
10702,-0.70616-0.77305i,1
10703,0.71244-0.71315i,1
10704,-1.105+0.67283i,3
10705,-0.26732+0.27661i,2
10706,-0.67968-0.81699i,1
10707,-0.79322+0.7828i,1
10708,1.0108+0.89856i,2
10709,0.40486+0.34186i,2
10710,-0.23206+0.17139i,2
10711,0.99797-0.41198i,2
10712,0.27721+0.98847i,2
10713,1.0248+0.22704i,2
10714,0.91338+0.84614i,2
10715,-0.57578-0.66396i,1
10716,-0.41192-1.0279i,2
10717,-0.43621+0.12844i,3
10718,0.62269+0.72426i,1
10719,-0.60956+0.72384i,1
10720,-0.68629+0.75678i,1
10721,-0.75708-0.7712i,1
10722,-0.96201+1.0375i,2
10723,-0.9196-0.30479i,2
10724,-1.0639+0.92372i,2
10725,-0.36696-0.99255i,2
10726,0.24098+1.1113i,3
10727,0.23389-0.8845i,2
10728,-0.649-0.72067i,1
10729,-0.75535+0.71627i,1
10730,-0.37614-1.0855i,2
10731,1.1527-0.55338i,3
10732,-0.19315-0.87406i,3
10733,0.22312+1.0899i,3
10734,0.69079+0.7195i,1
10735,0.27851-0.22902i,2
10736,-0.14823+0.54475i,3
10737,0.66713+0.72373i,1
10738,-0.98308-0.33255i,2
10739,-0.78288+0.80109i,1
10740,0.37513+0.40978i,2
10741,-0.97994+0.33926i,2
10742,-1.0215-1.1249i,2
10743,-0.64171-0.73594i,1
10744,-0.7312+0.74676i,1
10745,0.69475+0.76819i,1
10746,0.53761+0.72093i,3
10747,-0.98633+0.13147i,3
10748,-0.78039+0.51356i,3
10749,1.0564+0.39852i,2
10750,0.83817+0.81194i,1
10751,-0.68943-0.61273i,1
10752,0.70063+0.72375i,1
10753,-0.9831+0.26727i,2
10754,-0.45403+0.80475i,3
10755,0.37718-0.076355i,3
10756,-0.69352-0.77302i,1
10757,0.52046-0.98207i,3
10758,-0.80053+0.70211i,1
10759,-0.095665+0.50533i,3
10760,-0.56474+0.67326i,1
10761,-0.6748+0.56401i,1
10762,-0.95685-0.96969i,2
10763,-0.49799+1.1589i,3
10764,-0.22017-0.38491i,2
10765,0.72983-0.69294i,1
10766,0.79785+0.30327i,2
10767,-0.42038-1.0163i,2
10768,0.93259-0.38649i,2
10769,0.61063-0.68692i,1
10770,-0.24171-0.47691i,2
10771,0.80238+0.7295i,1
10772,-0.82763-0.42296i,3
10773,-0.71655-0.72572i,1
10774,-1.1628-0.86348i,3
10775,-0.26668+0.81958i,2
10776,-0.98186-1.1472i,2
10777,-0.72054+1.0665i,3
10778,0.67214-0.69021i,1
10779,-0.80122+0.54054i,3
10780,0.78332+0.77029i,1
10781,-1.0973+1.1533i,3
10782,0.88022+0.88288i,2
10783,-1.0429-1.1259i,3
10784,-0.76086+0.73461i,1
10785,0.2691+0.17458i,2
10786,0.3926+0.92556i,2
10787,0.74131-0.74115i,1
10788,0.66062-0.58685i,1
10789,-0.34254+0.23679i,3
10790,-0.82401-0.64044i,1
10791,0.37508+0.93315i,2
10792,0.99376-0.7416i,3
10793,0.67471-0.80803i,1
10794,-0.037733-0.23507i,3
10795,0.97271-1.0816i,2
10796,0.38717+1.0554i,2
10797,0.9279-0.45923i,2
10798,0.62262-1.041i,3
10799,0.35874-0.95792i,2
10800,-0.69503-0.69702i,1
10801,-0.33641-0.2902i,2
10802,0.13696+0.2289i,2
10803,-0.39211-0.89393i,3
10804,-0.61327+0.68802i,1
10805,-0.2815+0.4553i,3
10806,-0.5647+0.74728i,1
10807,0.19998+0.84921i,3
10808,1.0543-0.78406i,2
10809,-0.77807+0.62304i,1
10810,0.77545+0.71636i,1
10811,0.27213-0.94233i,2
10812,0.73067+0.71283i,1
10813,-0.67112+0.80595i,1
10814,-0.3593+1.0328i,2
10815,-0.18635-1.1i,3
10816,-0.79904+0.32666i,3
10817,0.71321+0.66183i,1
10818,-0.18998+0.85612i,2
10819,-0.68828-0.53735i,1
10820,0.85536+0.15642i,3
10821,0.12468+1.0502i,3
10822,0.5779-0.76766i,3
10823,-0.87791+0.33715i,2
10824,-0.73273+0.71071i,1
10825,-0.29861-0.2449i,2
10826,1.0397+0.12365i,3
10827,0.23292+0.41748i,2
10828,-0.81439-0.31923i,2
10829,-1.0614+1.0761i,3
10830,-0.50238-0.41076i,3
10831,-0.58362+0.80197i,1
10832,-0.30335+0.87996i,2
10833,0.74296-0.64999i,1
10834,-0.30024-1.0782i,2
10835,0.8472-0.83619i,1
10836,0.36171+0.68449i,3
10837,0.11851-0.98692i,3
10838,-0.77176-0.92754i,1
10839,-0.74247+0.72092i,1
10840,1.125+1.1203i,3
10841,0.70027-0.62108i,1
10842,0.93641-0.34002i,2
10843,0.30188+0.96487i,2
10844,0.58648-0.66398i,1
10845,-0.89725+0.34211i,2
10846,-0.86881-0.35311i,2
10847,0.27555+0.32331i,2
10848,-0.74484+0.74897i,1
