Id,Input
116,0.6774-0.77666i
117,-0.33645-0.22861i
118,0.72701+0.5603i
119,-0.25903+0.8573i
120,0.93861+0.25406i
121,0.81946-0.48152i
122,0.8875-1.0381i
123,1.0493-0.94571i
124,-0.37873-0.88653i
125,-0.50489-0.19817i
126,-0.14787-1.0292i
127,1.0032-0.91077i
128,-0.63055-0.62823i
129,-0.71673-0.73885i
130,-0.41031-1.0459i
131,-0.7672-0.058327i
132,-1.0598-0.28105i
133,-0.32078+0.37388i
134,0.46722-0.76335i
135,-0.71264+0.74624i
136,-0.58287-0.7639i
137,-0.73355+0.68369i
138,-0.81583-0.46391i
139,0.6842-1.0143i
140,0.21853+0.48537i
141,0.99178+0.99289i
142,0.14235-0.70461i
143,-0.64103+0.61259i
144,0.748-0.79132i
145,0.77043-1.1018i
146,-0.65889-0.69155i
147,-0.1823-0.86388i
148,0.51962-0.7798i
149,-0.79732+0.69013i
150,0.70599+0.811i
151,-0.61917+0.74985i
152,0.093127+0.06955i
153,1.1457+0.6813i
154,0.91331+0.89385i
155,-0.67668+0.75277i
156,0.95915+0.12883i
157,0.76393+0.72093i
158,-0.32838+0.3152i
159,-0.78158-1.0649i
160,-0.33145-0.87421i
161,1.0123-0.40132i
162,0.5251+0.31675i
163,0.30237-0.85921i
164,0.33838+0.94851i
165,0.27334-0.97584i
166,0.89424-0.87036i
167,-1.0336-0.19651i
168,-0.092021+0.77204i
169,-0.98499+0.34651i
170,-0.67464-1.0468i
171,0.45646+0.37064i
172,-1.2015+0.17655i
173,-1.0212+0.24777i
174,-0.5659+0.66907i
175,-0.71918+0.79236i
176,-1.0304-0.15988i
177,-1.0312+1.0419i
178,0.7231-0.69955i
179,0.32166+0.30837i
180,0.68645-0.77132i
181,-0.27609-0.98504i
182,0.65456-0.67951i
183,0.71553-0.18193i
184,-0.2633+0.29057i
185,0.31904+0.23743i
186,-0.18001-1.0517i
187,0.74659-0.62598i
188,-0.82708-0.3383i
189,-1.0777-0.11331i
190,0.98999-0.48965i
191,-0.1617+0.77504i
192,-0.63191+0.66738i
193,-1.09-0.92045i
194,0.75378+0.62209i
195,0.36346-0.29437i
196,1.0281-0.40019i
197,-0.75448+0.72743i
198,0.7049-0.71573i
199,1.0915-0.35169i
200,0.50319+0.78033i
201,0.48094-1.066i
202,-0.36487+0.28754i
203,-1.1204-1.0487i
204,0.62358-0.75418i
205,-0.7679-0.827i
206,1.0337+0.28101i
207,-0.73411+0.66929i
208,-1.096+0.15278i
209,-0.5812+0.60946i
210,-0.72547-0.65879i
211,-0.12573+0.41905i
212,0.94943-0.27702i
213,0.66345+0.73834i
214,0.92327+0.95866i
215,-0.37375+0.88358i
216,-0.70729+0.66455i
217,0.81985+0.74105i
218,-0.47119+0.87689i
219,0.92155+0.89258i
220,-0.98458+0.27078i
221,-0.77835-0.63959i
222,0.78313-0.12142i
223,0.71037+0.58019i
224,-0.70044+0.71953i
225,-0.98457-0.76153i
226,0.76128-0.63705i
227,0.66273-0.63302i
228,-1.1114+0.67211i
229,-0.91922+0.9136i
230,-0.27217+1.0055i
231,-1.0122-0.9071i
232,-0.94793+1.0116i
233,-0.99362+0.26576i
234,0.73696-0.63804i
235,-0.33877+0.33057i
236,0.39403+0.99249i
237,0.65879+0.732i
238,0.73228+0.79044i
239,0.16577+1.0517i
240,-0.42371-0.40024i
241,-0.73319+0.66013i
242,-0.89653-0.38433i
243,1.1202-0.90761i
244,-0.68244-0.66029i
245,0.6905+0.73362i
246,1.0011+0.23051i
247,-0.7209+0.77178i
248,-0.22846-0.27735i
249,0.67344+0.73579i
250,-0.96503-0.34506i
251,-1.0925-0.41399i
252,0.12467+0.5787i
253,0.63511+0.78002i
254,1.0386+0.18411i
255,-1.1417+0.17247i
256,-0.84215+0.21132i
257,-0.22259+0.1703i
258,-0.39445-0.92394i
259,-1.1768+1.0658i
260,0.76332-0.62889i
261,-1.0366+0.99001i
262,-1.049-0.35459i
263,-0.23474+0.85532i
264,0.23853+0.38136i
265,-0.72506-0.6945i
266,-0.76681-0.61275i
267,-0.88671+0.26858i
268,-0.86599+0.9991i
269,-0.15658+0.22286i
270,0.66416+0.71031i
271,0.74105+0.6908i
272,-0.7124+0.79478i
273,-0.72392-0.72996i
274,-0.6867-0.7354i
275,-1.0111-0.48931i
276,0.98055-0.96399i
277,-0.38938+0.31329i
278,-0.74452+0.6383i
279,-0.16582+0.85012i
280,0.47935-0.75063i
281,-0.49448+0.39617i
282,-0.61658+0.62526i
283,0.67155+0.59497i
284,0.50137+0.023145i
285,0.42839-1.1175i
286,0.64292-0.71153i
287,1.0454+1.1005i
288,-0.52956-0.15867i
289,1.0485-0.14585i
290,-0.19654+0.38022i
291,-0.69941-0.81098i
292,-0.38216+1.0075i
293,-0.23224-1.0349i
294,-0.74767+0.74317i
295,0.75146-0.61777i
296,-0.76873+0.58697i
297,0.78405-0.25627i
298,-0.67031-0.7206i
299,0.32667-1.0185i
300,-0.66383+0.62126i
301,1.161-0.24997i
302,-0.32684+0.31338i
303,0.68398+1.0476i
304,-0.83926+0.40978i
305,0.3456+0.4066i
306,-1.1674-0.45059i
307,0.41627+0.80318i
308,0.1115-0.74013i
309,0.33074-0.26082i
310,-0.27015-0.29435i
311,-1.0273+0.30955i
312,-0.97663-1.0395i
313,-0.30868+0.33699i
314,-0.41838+0.14854i
315,-0.58425+0.10403i
316,0.96266-0.19731i
317,-0.76269-0.74861i
318,-0.2973+0.37877i
319,-0.31673-0.30842i
320,-1.0707+1.0341i
321,0.92811+0.13284i
322,0.25762-0.37788i
323,0.60944+0.7424i
324,-0.75356+0.75471i
325,-0.70328+0.72149i
326,0.69619+0.6882i
327,0.11749+0.34109i
328,0.73894+0.59507i
329,-0.97631-0.88465i
330,-0.73901+0.65162i
331,-0.87913+0.2978i
332,0.72305+0.12985i
333,-1.1792+0.72292i
334,0.85145-0.40493i
335,0.23709+0.85997i
336,0.6545-0.99043i
337,-0.91852+1.0254i
338,0.8021-0.6086i
339,-1.0761-0.95005i
340,-0.73234-0.7708i
341,-0.2586+0.90984i
342,0.70475+0.81815i
343,-0.4476-0.36522i
344,0.74788+0.78136i
345,0.43287-1.0041i
346,0.94686-0.90447i
347,0.8749+1.017i
348,-0.83164-0.64172i
349,0.27789+0.98273i
350,-0.38934-0.65977i
351,-0.71206+0.63157i
352,0.24025+0.88791i
353,0.42492-0.17424i
354,-0.84805-0.73138i
355,-0.60058-0.70539i
356,0.30286+1.0443i
357,-0.78634-0.68132i
358,-0.76087-0.67014i
359,-0.72037-0.67921i
360,0.9229-0.27077i
361,0.69618-0.79673i
362,-0.96642-1.0486i
363,-1.0423+0.83394i
364,0.66307+0.68477i
365,0.33749+1.0993i
366,-0.27079-0.074557i
367,-0.31046+0.2908i
368,-0.63048+0.72161i
369,0.70098-0.79692i
370,0.35795+0.26006i
371,1.0602-0.98547i
372,-0.79258+0.66976i
373,0.94628+0.3085i
374,-0.75301+0.82422i
375,0.73277+0.6429i
376,-1.04+0.20341i
377,0.78713+0.68161i
378,-0.67919-0.67424i
379,-0.4456+0.11963i
380,0.06834-1.1938i
381,-0.52237-0.83174i
382,0.71783+0.69243i
383,0.31259-0.40319i
384,-1.0495-0.93148i
385,-1.0266-0.76141i
386,-0.29869+0.90445i
387,-0.33882-0.92902i
388,0.73602-0.63603i
389,0.90025-0.5961i
390,-0.65744-0.67501i
391,-0.15779-0.237i
392,0.89251-0.11645i
393,0.29378-0.8421i
394,-0.69499-0.66269i
395,-0.1916-0.20939i
396,-0.72635+0.88119i
397,-0.36768+1.1584i
398,0.73939-0.74811i
399,0.17261+0.27116i
400,-0.15275+0.043356i
401,0.77006-0.59859i
402,-0.33668+0.92272i
403,0.42109+1.1176i
404,0.1922+0.30135i
405,-1.0816-0.35639i
406,-0.62693+0.79365i
407,-0.83265-0.53556i
408,-1.029+0.17878i
409,-0.9199-1.0332i
410,0.33963-0.40098i
411,0.75219+0.64617i
412,0.56239+0.76407i
413,0.22417+0.59755i
414,0.080616-0.97651i
415,-0.64137-0.68542i
416,-0.7865-0.12555i
417,0.13704+0.98793i
418,0.86374-1.1216i
419,0.76199-0.87002i
420,-0.81955+0.78978i
421,-0.70818+0.68886i
422,1.0044+0.9693i
423,0.16957+0.39183i
424,-0.60047-0.77683i
425,0.016413-0.081197i
426,-0.18273+0.55284i
427,-0.2831+0.98148i
428,-0.64925-0.79026i
429,0.37065+0.23982i
430,0.30936+0.94584i
431,0.88762-0.22433i
432,1.0792+1.0883i
433,0.91694-0.85533i
434,0.81683+0.63804i
435,0.40818+0.3526i
436,-0.69776+0.64827i
437,0.14887+0.01283i
438,0.50095+0.94078i
439,-0.80811+0.4015i
440,-0.33877-0.29282i
441,0.7662+0.68429i
442,0.83289-0.48871i
443,-1.0172+0.37584i
444,-0.92613+0.78048i
445,-0.26168+0.22681i
446,0.19569-0.092231i
447,0.4207-0.8663i
448,-0.24625+0.13073i
449,-0.72053-0.72045i
450,0.93-0.34197i
451,-0.88966+0.10691i
452,-0.54194+0.80923i
453,-0.88891-0.45338i
454,-0.86193-0.50535i
455,-0.82285+0.70184i
456,-0.34813+1.0064i
457,0.19807+1.0234i
458,0.84461-0.431i
459,0.99702+0.15738i
460,-1.049-0.33599i
461,0.75683-0.65293i
462,0.68772-0.69367i
463,0.827-0.72306i
464,-0.25878-0.33052i
465,-0.88401+0.95821i
466,-0.68976+0.59068i
467,-0.73094+0.51709i
468,0.21986+0.96747i
469,-0.63234+0.80159i
470,0.65308-0.74465i
471,-0.42118+0.86122i
472,0.57475-0.65563i
473,0.7808-0.72657i
474,-0.94012+0.9623i
475,0.62078-0.67814i
476,-0.97588+0.95219i
477,0.70656+0.59929i
478,-0.28776+0.83762i
479,-0.45431+0.82973i
480,0.29835+0.88683i
481,0.50597+0.63029i
482,-1.1541-0.9756i
483,1.0597+0.3167i
484,0.60663-0.74405i
485,-0.75879-0.34109i
486,1.0363+0.85077i
487,-0.16961-0.44496i
488,-0.94989-1.0276i
489,-0.80868-0.74255i
490,-0.68532+0.82285i
491,0.90548-1.0305i
492,-0.36111-0.49199i
493,0.41422+0.97859i
494,0.99302-0.16087i
495,-0.71444+0.64485i
496,-0.60651+0.69641i
497,0.22902+0.97988i
498,-0.15081-0.15899i
499,0.042305+0.80854i
500,0.65707+0.52443i
501,-0.7913-0.73164i
502,0.79775-0.11615i
503,-0.66192-0.7759i
504,-0.91554+0.92587i
505,0.32099-0.93883i
506,0.79146+0.60571i
507,0.7275-0.72638i
508,0.72249-0.77552i
509,0.35707+0.77209i
510,-0.75432-0.33767i
511,-0.36684+0.23266i
512,0.32275-0.31217i
513,-0.94776-0.8921i
514,-1.072+0.68924i
515,-0.36466-0.99503i
516,0.78639+0.41171i
517,0.65179+0.81423i
518,-0.35088-0.30155i
519,-0.93712-1.0593i
520,0.90942+0.2572i
521,1.0544+1.0042i
522,0.53334-0.75317i
523,-0.85552+0.31661i
524,-0.96647+1.0943i
525,0.46898+0.099657i
526,0.79626-0.20635i
527,-0.79066+0.58232i
528,0.27052-0.30749i
529,-1.1362+0.64648i
530,0.76367+0.67814i
531,0.3644+0.95679i
532,0.66901-0.69644i
533,0.36651-0.23178i
534,0.90663+1.0871i
535,0.48651-0.82647i
536,-0.66788-0.1664i
537,0.87292-1.1286i
538,1.1017+0.81623i
539,-0.28861-0.87907i
540,0.6812+0.66516i
541,0.75067+0.70153i
542,-0.2015-1.1877i
543,0.80718+0.74522i
544,-0.16427+1.1083i
545,1.0027+1.1333i
546,0.19453+0.91741i
547,1.0686+0.63776i
548,-0.7952-0.28381i
549,0.21244+0.4214i
550,0.35845+0.84173i
551,-0.94613+0.98579i
552,-0.78235+0.65661i
553,1.0051-0.37903i
554,-0.78132+0.76801i
555,0.75483-0.59125i
556,0.70681-0.64901i
557,-0.75741-0.64815i
558,0.78916-0.80767i
559,-0.67544+0.53608i
560,-0.72638+0.60733i
561,0.83526-0.22895i
562,0.84893-0.77029i
563,-0.33524-0.33646i
564,-0.80146-0.97477i
565,-0.2418+0.37458i
566,0.73563+0.82165i
567,0.35515-0.40939i
568,-0.74735+0.74773i
569,0.30671-0.1591i
570,0.68653-0.6513i
571,-0.12728+0.86852i
572,-1.0605-0.78473i
573,-0.27458+0.29734i
574,0.75014+0.73977i
575,1.1139+0.55851i
576,-0.79798+0.46603i
577,1.0456-0.3052i
578,0.8493-0.54424i
579,0.99964-0.41571i
580,-1.0263-0.91977i
581,0.32398+0.45333i
582,-1.0374+0.24539i
583,0.26776+1.0354i
584,-0.92842+0.35478i
585,1.033-1.0323i
586,0.73212+0.49796i
587,0.062596-0.48246i
588,-0.69721-0.73521i
589,0.58653-0.70025i
590,-0.83933+0.71245i
591,-0.3039+1.0015i
592,0.98152-0.35631i
593,-0.33093+0.3588i
594,-0.81566+0.5713i
595,1.1044-0.65518i
596,-0.77072+0.82415i
597,-0.81468-0.66878i
598,0.032629+1.1173i
599,-0.72553-0.70631i
600,-1.0106+0.96705i
601,-0.69878-0.68854i
602,0.72748-0.74533i
603,-1.0247+0.75554i
604,0.79249+0.65176i
605,-0.77478+0.80638i
606,0.82352+0.68259i
607,0.74056+0.6393i
608,0.67858+0.69756i
609,-1.1099-0.30807i
610,0.65749-0.68445i
611,-0.71973-0.69342i
612,0.60647+0.68018i
613,-0.56313+0.85613i
614,-0.54267-0.25292i
615,-0.28933-1.0886i
616,-0.41557+0.43124i
617,0.34834-0.40734i
618,-0.95117+0.41635i
619,0.53222-1.1327i
620,0.97246+1.0555i
621,-0.76672-0.67846i
622,-0.58581-0.80522i
623,-0.97094+0.22352i
624,0.33291+1.0147i
625,-0.99368-0.96902i
626,0.73668+0.77454i
627,-0.65018-0.74094i
628,-0.68772+1.1017i
629,1.0823+0.37474i
630,-0.48828-0.12121i
631,-0.44516-0.25559i
632,0.7361+0.75129i
633,-0.6605+0.74184i
634,0.36795+0.43122i
635,-0.37105+0.44217i
636,0.062495-0.038415i
637,-0.27257-0.33702i
638,-1.0791-0.29266i
639,-1.2017+0.1584i
640,-0.9716-0.98846i
641,-0.26271+0.38037i
642,0.23566-0.85889i
643,0.72561+0.6955i
644,1.0402+1.0627i
645,0.89758-1.0594i
646,0.25145+0.39383i
647,0.75836+0.74452i
648,-0.75407-0.59622i
649,-1.0329+0.39935i
650,0.44431-0.85702i
651,-0.92991+0.32755i
652,-0.75223-0.38537i
653,0.73297-0.74917i
654,-0.57689+0.68173i
655,-0.83107+0.70124i
656,0.96926-0.31879i
657,-0.66184-0.74636i
658,0.30977+0.88276i
659,-0.82078+0.86568i
660,0.69131-0.59457i
661,0.69147+0.63244i
662,0.8464+0.68852i
663,-0.78941+0.72713i
664,1.128+0.75069i
665,-0.78537+0.74331i
666,-0.74352+0.64975i
667,-0.42803+0.48207i
668,-0.33986+0.89605i
669,-0.21807+0.97029i
670,-0.69512+0.77238i
671,-0.39849-0.29802i
672,0.72928+0.74706i
673,-0.24216-0.94515i
674,0.57268+0.76998i
675,-1.096+0.74511i
676,-1.0894+1.0923i
677,0.77459-0.18718i
678,1.0115-0.9042i
679,1.025+0.099853i
680,0.88352-0.92574i
681,0.60574-0.69207i
682,-0.68331+0.71302i
683,-0.69786+0.63063i
684,-0.94331-0.26402i
685,0.55324+0.12733i
686,0.89923-0.34347i
687,-0.82173-0.6938i
688,-0.99553-0.40398i
689,-0.65463-0.72494i
690,0.17974+0.55346i
691,-0.73196-0.4502i
692,-1.0396+0.19632i
693,-0.67859+0.65453i
694,-1.0577+0.25297i
695,-0.36403+0.57062i
696,-1.0672+0.99275i
697,0.7795-0.77254i
698,-0.83447+0.72506i
699,0.90808+0.81554i
700,-0.11922-0.18106i
701,0.74833-0.71223i
702,0.42498-0.33418i
703,1.0685-0.81044i
704,0.41228+0.2378i
705,0.31384-0.34061i
706,0.9024-0.35422i
707,0.70549+0.60438i
708,0.91269-0.87455i
709,-0.27998-0.96755i
710,0.38835-0.25717i
711,-0.084438-0.78379i
712,-0.79401+0.66907i
713,-0.43083+0.93253i
714,-0.86894+0.41024i
715,0.33005-0.99481i
716,0.74801-0.82814i
717,0.59277+0.4815i
718,0.45185+0.81009i
719,0.77781+0.70119i
720,0.64542-0.80658i
721,-0.62771-0.69704i
722,-0.49334-0.74064i
723,0.71251+0.66949i
724,-0.15433+0.31811i
725,-1.1481-0.73096i
726,-0.53023-0.092856i
727,-0.74166-0.63501i
728,-0.69738-0.75074i
729,1.043-0.44817i
730,-0.75855-0.73964i
731,0.91248+0.93515i
732,0.71387-0.63059i
733,-0.8782+1.0163i
734,-0.69574+0.73703i
735,0.64285-0.72633i
736,-0.99032+0.3599i
737,-0.21207-0.25374i
738,-0.28427-0.89804i
739,-0.96137-0.88781i
740,-0.39198+0.29684i
741,1.0674-1.1215i
742,0.81377-0.76386i
743,-0.58642-0.69432i
744,-0.48541+0.81554i
745,-0.28804+0.31016i
746,-0.75513+0.73585i
747,-0.85827-0.86778i
748,1.1196-0.1957i
749,0.98678-1.076i
750,0.7454-0.45541i
751,0.23107-1.095i
752,-0.19549-0.95745i
753,0.69467+0.83922i
754,-0.24748-0.84596i
755,0.47278+1.1152i
756,-0.72847+0.57186i
757,0.24067-0.25988i
758,0.95346+0.90052i
759,1.0008+0.32766i
760,1.0857+1.0567i
761,0.74471-0.70596i
762,0.41956-0.50344i
763,-0.80323-0.92037i
764,-0.26876-0.92657i
765,-0.28655-0.89905i
766,-0.96278+0.86705i
767,-0.69945-0.74495i
768,-0.34847+1.022i
769,0.33823+0.99536i
770,0.5822+0.76415i
771,1.0732-1.1714i
772,-0.68035+0.4525i
773,0.68636+0.65547i
774,-1.0127+1.0543i
775,0.66306-0.7422i
776,1.1036-0.30334i
777,-0.75241+0.66788i
778,0.18298+0.67041i
779,-0.34869+0.99543i
780,0.33539-0.3342i
781,-0.72189-0.36448i
782,-1.1667-0.296i
783,-1.1745+0.98801i
784,-0.17902-0.98981i
785,0.52259+0.30889i
786,-0.80152+0.13653i
787,0.78792+0.75953i
788,-0.7684+0.59786i
789,-0.7214+0.75174i
790,0.83428+0.99144i
791,-0.47967+0.45351i
792,-0.44592+1.0708i
793,0.92568-0.38807i
794,0.2803-0.26003i
795,0.64865-0.74482i
796,0.28994+0.40238i
797,0.48117+0.80485i
798,0.71496+0.77913i
799,0.86231+0.42374i
800,0.30911+0.39334i
801,0.9951-0.2335i
802,0.49977-1.0447i
803,0.78201+0.74497i
804,-0.61844-0.76457i
805,0.19008-1.1089i
806,0.68211-0.72509i
807,0.61874-0.67417i
808,-0.86879-0.43432i
809,-0.21375+0.39178i
810,0.59016-0.65495i
811,-0.25836+0.37342i
812,0.27771+0.41673i
813,0.36201+0.26073i
814,-0.12789+1.1355i
815,-1.2035+0.48178i
816,0.61646+0.80712i
817,0.79407-0.71899i
818,0.95555-0.32056i
819,-0.59241+0.54882i
820,-0.42494+0.31416i
821,0.60139-0.58511i
822,-0.34976-0.2318i
823,-0.4458+0.19441i
824,0.85497-0.96436i
825,0.76225-0.55543i
826,0.062497+0.12224i
827,0.6792+0.69135i
828,0.67906-0.59917i
829,-0.5932-0.1625i
830,0.51742+0.42603i
831,0.27482+0.2869i
832,-0.82284-0.68269i
833,0.79298-0.6849i
834,-0.76261-0.77811i
835,-1.1647+0.22682i
836,0.33058-1.0279i
837,1.0006+0.97686i
838,0.76555-0.6127i
839,-0.48995-0.70473i
840,-0.72797+0.69003i
841,0.52531+1.1046i
842,0.17987+1.0843i
843,-0.88221+0.47815i
844,1.0072+0.1697i
845,-0.76952-1.2195i
846,-0.66541-0.68298i
847,-1.06-0.4509i
848,-0.91757-0.82407i
849,0.74721+0.71708i
850,1.0103+0.99434i
851,-0.75426-0.68098i
852,-0.63928+0.73276i
853,1.2186-0.15236i
854,0.086738-0.79012i
855,-0.32254+0.41752i
856,-0.87053+0.88996i
857,0.71053+0.86786i
858,0.62511-0.75102i
859,0.72057+0.1379i
860,0.36429-0.31416i
861,0.43489+0.16809i
862,-0.36278-0.91868i
863,-0.40733+0.90643i
864,0.4359-0.12722i
865,-0.41231+0.93802i
866,0.95002-0.76249i
867,-0.80976-0.74664i
868,-0.63459+0.83091i
869,0.93525-0.94346i
870,-0.42486-0.38771i
871,-1.0067+1.1582i
872,-1.0901-0.94995i
873,1.1741-0.52103i
874,-0.97327+1.0372i
875,0.7172-0.59799i
876,-0.29756-0.97878i
877,-0.33353-0.88405i
878,-0.68749+0.76735i
879,-0.71317+0.69804i
880,0.35608-0.71399i
881,0.807+0.6702i
882,0.64913-0.65132i
883,0.44844+1.0434i
884,-1.0887-0.30842i
885,-0.30446+0.95144i
886,0.73028-0.76433i
887,-0.49006-0.67463i
888,-0.71197-0.57164i
889,-1.0254+0.35029i
890,-0.88985-0.20423i
891,0.84032-0.52594i
892,-0.91114-1.0822i
893,-0.90531-0.97746i
894,0.33558+0.91198i
895,0.67804-0.67009i
896,-0.95839+0.82594i
897,0.70626-0.6896i
898,0.36218+0.95957i
899,0.58761+0.60411i
900,-0.70824+0.75577i
901,-1.1272-1.0604i
902,0.73777-0.68544i
903,-0.55158+0.71687i
904,-0.36984-0.45266i
905,-0.75722+0.68503i
906,0.42123-0.13078i
907,-0.51857-0.6319i
908,-1.1212+1.1007i
909,-0.75717-0.8152i
910,0.4078+0.32652i
911,1.006+0.87179i
912,0.91571+0.79439i
913,0.95925-1.0781i
914,1.1233-0.37063i
915,-0.65933+0.80004i
916,0.70304+0.7068i
917,-0.75158-0.71i
918,0.72001-0.6218i
919,0.1606+0.96842i
920,1.1052-0.37829i
921,0.84248+0.43235i
922,-0.66162+0.7993i
923,-0.66818+0.77641i
924,-0.73265-0.80433i
925,1.0764+0.72425i
926,-0.48442-0.23363i
927,-0.55593+1.1648i
928,-1.0396-1.0494i
929,-1.0416+0.33418i
930,-0.43239-0.18307i
931,0.33226-0.28369i
932,-0.68817+0.73529i
933,-0.42854+0.38172i
934,-0.70902-0.76443i
935,0.20239+0.25072i
936,-0.22964-0.49457i
937,0.21364+0.99085i
938,0.78751+0.34432i
939,-0.31471-0.93119i
940,0.27261-0.93258i
941,-0.30208-0.28141i
942,-0.45967+0.70881i
943,0.65863+0.62216i
944,-0.84574-0.72602i
945,0.66914-0.67095i
946,0.62664-0.62448i
947,0.52895+1.2259i
948,-0.40658-1.1584i
949,-0.63319+0.71786i
950,1.0425-0.41407i
951,-0.7391+0.64477i
952,-0.90181-0.3125i
953,0.30452+1.0081i
954,-0.4583+0.78731i
955,-0.20287-0.30881i
956,0.7738+0.73729i
957,0.7502-0.69689i
958,-0.6818-0.74079i
959,-1.0354+1.0623i
960,0.26422+0.98941i
961,-0.08501-0.44473i
962,-0.95229+0.96356i
963,0.055657+0.10394i
964,0.39076-0.96115i
965,0.76367-0.36917i
966,-0.99085+0.35989i
967,0.62144+0.7023i
968,-0.90989-0.27926i
969,-0.79141+0.72744i
970,-0.79667-0.62491i
971,0.51672+0.23895i
972,-0.14146-0.17116i
973,-0.97636+0.2434i
974,-0.35806+0.065371i
975,-0.37391+0.69967i
976,-0.97333+0.33019i
977,-0.29996+0.953i
978,-0.74129+0.78933i
979,1.0034+0.43859i
980,-0.71496-0.37093i
981,-0.76427+0.2268i
982,-0.64513-0.73185i
983,0.70344-0.81991i
984,0.6849-0.68884i
985,-0.78331+0.70781i
986,1.1696-1.0641i
987,0.67282-0.84411i
988,-0.23141+0.2996i
989,1.0312-0.12812i
990,0.46359+0.7419i
991,-1.1089-1.0862i
992,0.37058+0.3701i
993,-0.80879-1.0033i
994,0.78007+1.1037i
995,-0.61739-0.83645i
996,0.71668-0.67944i
997,0.71525-0.72295i
998,0.84158-0.36055i
999,0.87293-1.1366i
1000,-0.45349+0.29475i
1001,0.66582-0.81767i
1002,-0.31249+0.33029i
1003,0.85015-0.65189i
1004,-0.73927-0.8125i
1005,0.74829+0.42786i
1006,0.29869+1.0743i
1007,0.96708+0.22568i
1008,-0.41563+0.91051i
1009,0.17247+0.52574i
1010,-0.69218+0.91013i
1011,-0.69673+0.62773i
1012,-0.78844+0.16066i
1013,0.78032-0.77562i
1014,-0.94409-0.42684i
1015,-0.61855-0.7726i
1016,0.41131+0.72337i
1017,-0.84063+0.084627i
1018,-1.1524-1.0038i
1019,1.0655+0.47264i
1020,-0.95006+0.99493i
1021,0.89854+0.92416i
1022,-0.78581+0.79467i
1023,-1.0731+0.58218i
1024,-0.85668-0.81526i
1025,0.74735+0.52298i
1026,-0.96088+0.28186i
1027,1.1934-1.1085i
1028,-0.80398+0.82669i
1029,-0.67249-0.81583i
1030,0.69858-0.62619i
1031,0.33433-0.96855i
1032,0.61689+0.60103i
1033,0.45815-0.95829i
1034,-0.33717+0.95472i
